Recipe 0001, score: 7101012451.
Recipe 2467, score: 4831028439.
Recipe 2468, score: 8310284398.
Recipe 2469, score: 3102843988.
Recipe 2470, score: 1028439881.
Recipe 2471, score: 0284398813.
Recipe 2472, score: 2843988131.
Recipe 2473, score: 8439881314.
Recipe 2474, score: 4398813149.
Recipe 2475, score: 3988131496.
Recipe 2476, score: 9881314961.
Recipe 2477, score: 8813149612.
Recipe 2478, score: 8131496129.
Recipe 2479, score: 1314961291.
Recipe 2480, score: 3149612916.
Recipe 2481, score: 1496129165.
Recipe 2482, score: 4961291651.
Recipe 2483, score: 9612916512.
Recipe 2484, score: 6129165122.
Recipe 2485, score: 1291651224.
Recipe 2486, score: 2916512248.
Recipe 2487, score: 9165122484.
Recipe 2488, score: 1651224847.
Recipe 2489, score: 6512248472.
Recipe 2490, score: 5122484721.
Recipe 2491, score: 1224847213.
Recipe 2492, score: 2248472133.
Recipe 2493, score: 2484721332.
Recipe 2494, score: 4847213329.
Recipe 2495, score: 8472133296.
Recipe 2496, score: 4721332965.
Recipe 2497, score: 7213329653.
Recipe 2498, score: 2133296535.
Recipe 2499, score: 1332965352.
Recipe 2500, score: 3329653523.
Recipe 2501, score: 3296535231.
Recipe 2502, score: 2965352314.
Recipe 2503, score: 9653523141.
Recipe 2504, score: 6535231411.
Recipe 2505, score: 5352314111.
Recipe 2506, score: 3523141115.
Recipe 2507, score: 5231411158.
Recipe 2508, score: 2314111581.
Recipe 2509, score: 3141115810.
Recipe 2510, score: 1411158101.
Recipe 2511, score: 4111581010.
Recipe 2512, score: 1115810101.
Recipe 2513, score: 1158101010.
Recipe 2514, score: 1581010109.
Recipe 2515, score: 5810101091.
Recipe 2516, score: 8101010910.
Recipe 2517, score: 1010109101.
Recipe 2518, score: 0101091015.
Recipe 2519, score: 1010910158.
Recipe 2520, score: 0109101586.
Recipe 2521, score: 1091015866.
Recipe 2522, score: 0910158668.
Recipe 2523, score: 9101586681.
Recipe 2524, score: 1015866812.
Recipe 2525, score: 0158668121.
Recipe 2526, score: 1586681210.
Recipe 2527, score: 5866812101.
Recipe 2528, score: 8668121018.
Recipe 2529, score: 6681210180.
Recipe 2530, score: 6812101807.
Recipe 2531, score: 8121018071.
Recipe 2532, score: 1210180717.
Recipe 2533, score: 2101807175.
Recipe 2534, score: 1018071758.
Recipe 2535, score: 0180717589.
Recipe 2536, score: 1807175898.
Recipe 2537, score: 8071758982.
Recipe 2538, score: 0717589828.
Recipe 2539, score: 7175898284.
Recipe 2540, score: 1758982844.
Recipe 2541, score: 7589828442.
Recipe 2542, score: 5898284425.
Recipe 2543, score: 8982844251.
Recipe 2544, score: 9828442510.
Recipe 2545, score: 8284425107.
Recipe 2546, score: 2844251074.
Recipe 2547, score: 8442510743.
Recipe 2548, score: 4425107431.
Recipe 2549, score: 4251074315.
Recipe 2550, score: 2510743155.
Recipe 2551, score: 5107431557.
Recipe 2552, score: 1074315571.
Recipe 2553, score: 0743155716.
Recipe 2554, score: 7431557161.
Recipe 2555, score: 4315571610.
Recipe 2556, score: 3155716102.
Recipe 2557, score: 1557161021.
Recipe 2558, score: 5571610213.
Recipe 2559, score: 5716102131.
Recipe 2560, score: 7161021317.
Recipe 2561, score: 1610213177.
Recipe 2562, score: 6102131772.
Recipe 2563, score: 1021317728.
Recipe 2564, score: 0213177286.
Recipe 2565, score: 2131772866.
Recipe 2566, score: 1317728666.
Recipe 2567, score: 3177286665.
Recipe 2568, score: 1772866659.
Recipe 2569, score: 7728666591.
Recipe 2570, score: 7286665914.
Recipe 2571, score: 2866659145.
Recipe 2572, score: 8666591453.
Recipe 2573, score: 6665914531.
Recipe 2574, score: 6659145317.
Recipe 2575, score: 6591453172.
Recipe 2576, score: 5914531721.
Recipe 2577, score: 9145317218.
Recipe 2578, score: 1453172181.
Recipe 2579, score: 4531721810.
Recipe 2580, score: 5317218104.
Recipe 2581, score: 3172181042.
Recipe 2582, score: 1721810421.
Recipe 2583, score: 7218104215.
Recipe 2584, score: 2181042157.
Recipe 2585, score: 1810421571.
Recipe 2586, score: 8104215713.
Recipe 2587, score: 1042157133.
Recipe 2588, score: 0421571331.
Recipe 2589, score: 4215713310.
Recipe 2590, score: 2157133109.
Recipe 2591, score: 1571331092.
Recipe 2592, score: 5713310921.
Recipe 2593, score: 7133109210.
Recipe 2594, score: 1331092109.
Recipe 2595, score: 3310921099.
Recipe 2596, score: 3109210997.
Recipe 2597, score: 1092109971.
Recipe 2598, score: 0921099710.
Recipe 2599, score: 9210997107.
Recipe 2600, score: 2109971071.
Recipe 2601, score: 1099710715.
Recipe 2602, score: 0997107154.
Recipe 2603, score: 9971071541.
Recipe 2604, score: 9710715414.
Recipe 2605, score: 7107154141.
Recipe 2606, score: 1071541412.
Recipe 2607, score: 0715414122.
Recipe 2608, score: 7154141226.
Recipe 2609, score: 1541412262.
Recipe 2610, score: 5414122622.
Recipe 2611, score: 4141226223.
Recipe 2612, score: 1412262231.
Recipe 2613, score: 4122622313.
Recipe 2614, score: 1226223132.
Recipe 2615, score: 2262231321.
Recipe 2616, score: 2622313218.
Recipe 2617, score: 6223132187.
Recipe 2618, score: 2231321872.
Recipe 2619, score: 2313218729.
Recipe 2620, score: 3132187293.
Recipe 2621, score: 1321872934.
Recipe 2622, score: 3218729341.
Recipe 2623, score: 2187293410.
Recipe 2624, score: 1872934109.
Recipe 2625, score: 8729341091.
Recipe 2626, score: 7293410910.
Recipe 2627, score: 2934109101.
Recipe 2628, score: 9341091010.
Recipe 2629, score: 3410910108.
Recipe 2630, score: 4109101083.
Recipe 2631, score: 1091010835.
Recipe 2632, score: 0910108351.
Recipe 2633, score: 9101083512.
Recipe 2634, score: 1010835127.
Recipe 2635, score: 0108351272.
Recipe 2636, score: 1083512721.
Recipe 2637, score: 0835127212.
Recipe 2638, score: 8351272122.
Recipe 2639, score: 3512721227.
Recipe 2640, score: 5127212271.
Recipe 2641, score: 1272122710.
Recipe 2642, score: 2721227103.
Recipe 2643, score: 7212271038.
Recipe 2644, score: 2122710381.
Recipe 2645, score: 1227103810.
Recipe 2646, score: 2271038109.
Recipe 2647, score: 2710381091.
Recipe 2648, score: 7103810910.
Recipe 2649, score: 1038109104.
Recipe 2650, score: 0381091043.
Recipe 2651, score: 3810910433.
Recipe 2652, score: 8109104331.
Recipe 2653, score: 1091043313.
Recipe 2654, score: 0910433139.
Recipe 2655, score: 9104331392.
Recipe 2656, score: 1043313928.
Recipe 2657, score: 0433139282.
Recipe 2658, score: 4331392822.
Recipe 2659, score: 3313928222.
Recipe 2660, score: 3139282227.
Recipe 2661, score: 1392822278.
Recipe 2662, score: 3928222783.
Recipe 2663, score: 9282227839.
Recipe 2664, score: 2822278399.
Recipe 2665, score: 8222783997.
Recipe 2666, score: 2227839973.
Recipe 2667, score: 2278399731.
Recipe 2668, score: 2783997316.
Recipe 2669, score: 7839973166.
Recipe 2670, score: 8399731666.
Recipe 2671, score: 3997316667.
Recipe 2672, score: 9973166671.
Recipe 2673, score: 9731666710.
Recipe 2674, score: 7316667107.
Recipe 2675, score: 3166671071.
Recipe 2676, score: 1666710710.
Recipe 2677, score: 6667107101.
Recipe 2678, score: 6671071010.
Recipe 2679, score: 6710710108.
Recipe 2680, score: 7107101081.
Recipe 2681, score: 1071010811.
Recipe 2682, score: 0710108117.
Recipe 2683, score: 7101081175.
Recipe 2684, score: 1010811751.
Recipe 2685, score: 0108117510.
Recipe 2686, score: 1081175101.
Recipe 2687, score: 0811751010.
Recipe 2688, score: 8117510109.
Recipe 2689, score: 1175101091.
Recipe 2690, score: 1751010910.
Recipe 2691, score: 7510109103.
Recipe 2692, score: 5101091036.
Recipe 2693, score: 1010910364.
Recipe 2694, score: 0109103647.
Recipe 2695, score: 1091036475.
Recipe 2696, score: 0910364758.
Recipe 2697, score: 9103647586.
Recipe 2698, score: 1036475863.
Recipe 2699, score: 0364758631.
Recipe 2700, score: 3647586310.
Recipe 2701, score: 6475863101.
Recipe 2702, score: 4758631016.
Recipe 2703, score: 7586310165.
Recipe 2704, score: 5863101651.
Recipe 2705, score: 8631016510.
Recipe 2706, score: 6310165109.
Recipe 2707, score: 3101651099.
Recipe 2708, score: 1016510993.
Recipe 2709, score: 0165109931.
Recipe 2710, score: 1651099314.
Recipe 2711, score: 6510993142.
Recipe 2712, score: 5109931422.
Recipe 2713, score: 1099314221.
Recipe 2714, score: 0993142211.
Recipe 2715, score: 9931422118.
Recipe 2716, score: 9314221184.
Recipe 2717, score: 3142211841.
Recipe 2718, score: 1422118410.
Recipe 2719, score: 4221184102.
Recipe 2720, score: 2211841027.
Recipe 2721, score: 2118410272.
Recipe 2722, score: 1184102721.
Recipe 2723, score: 1841027213.
Recipe 2724, score: 8410272131.
Recipe 2725, score: 4102721316.
Recipe 2726, score: 1027213164.
Recipe 2727, score: 0272131644.
Recipe 2728, score: 2721316441.
Recipe 2729, score: 7213164412.
Recipe 2730, score: 2131644127.
Recipe 2731, score: 1316441275.
Recipe 2732, score: 3164412755.
Recipe 2733, score: 1644127553.
Recipe 2734, score: 6441275531.
Recipe 2735, score: 4412755310.
Recipe 2736, score: 4127553106.
Recipe 2737, score: 1275531063.
Recipe 2738, score: 2755310631.
Recipe 2739, score: 7553106316.
Recipe 2740, score: 5531063164.
Recipe 2741, score: 5310631643.
Recipe 2742, score: 3106316432.
Recipe 2743, score: 1063164328.
Recipe 2744, score: 0631643289.
Recipe 2745, score: 6316432899.
Recipe 2746, score: 3164328991.
Recipe 2747, score: 1643289911.
Recipe 2748, score: 6432899111.
Recipe 2749, score: 4328991115.
Recipe 2750, score: 3289911152.
Recipe 2751, score: 2899111521.
Recipe 2752, score: 8991115216.
Recipe 2753, score: 9911152169.
Recipe 2754, score: 9111521691.
Recipe 2755, score: 1115216915.
Recipe 2756, score: 1152169155.
Recipe 2757, score: 1521691557.
Recipe 2758, score: 5216915571.
Recipe 2759, score: 2169155710.
Recipe 2760, score: 1691557104.
Recipe 2761, score: 6915571048.
Recipe 2762, score: 9155710483.
Recipe 2763, score: 1557104832.
Recipe 2764, score: 5571048321.
Recipe 2765, score: 5710483211.
Recipe 2766, score: 7104832111.
Recipe 2767, score: 1048321112.
Recipe 2768, score: 0483211123.
Recipe 2769, score: 4832111233.
Recipe 2770, score: 8321112331.
Recipe 2771, score: 3211123311.
Recipe 2772, score: 2111233112.
Recipe 2773, score: 1112331125.
Recipe 2774, score: 1123311251.
Recipe 2775, score: 1233112510.
Recipe 2776, score: 2331125107.
Recipe 2777, score: 3311251075.
Recipe 2778, score: 3112510755.
Recipe 2779, score: 1125107551.
Recipe 2780, score: 1251075512.
Recipe 2781, score: 2510755126.
Recipe 2782, score: 5107551261.
Recipe 2783, score: 1075512617.
Recipe 2784, score: 0755126170.
Recipe 2785, score: 7551261702.
Recipe 2786, score: 5512617021.
Recipe 2787, score: 5126170216.
Recipe 2788, score: 1261702161.
Recipe 2789, score: 2617021617.
Recipe 2790, score: 6170216174.
Recipe 2791, score: 1702161745.
Recipe 2792, score: 7021617451.
Recipe 2793, score: 0216174514.
Recipe 2794, score: 2161745147.
Recipe 2795, score: 1617451479.
Recipe 2796, score: 6174514799.
Recipe 2797, score: 1745147992.
Recipe 2798, score: 7451479927.
Recipe 2799, score: 4514799272.
Recipe 2800, score: 5147992721.
Recipe 2801, score: 1479927212.
Recipe 2802, score: 4799272122.
Recipe 2803, score: 7992721221.
Recipe 2804, score: 9927212210.
Recipe 2805, score: 9272122104.
Recipe 2806, score: 2721221044.
Recipe 2807, score: 7212210442.
Recipe 2808, score: 2122104424.
Recipe 2809, score: 1221044241.
Recipe 2810, score: 2210442415.
Recipe 2811, score: 2104424157.
Recipe 2812, score: 1044241572.
Recipe 2813, score: 0442415729.
Recipe 2814, score: 4424157295.
Recipe 2815, score: 4241572952.
Recipe 2816, score: 2415729524.
Recipe 2817, score: 4157295241.
Recipe 2818, score: 1572952411.
Recipe 2819, score: 5729524111.
Recipe 2820, score: 7295241117.
Recipe 2821, score: 2952411179.
Recipe 2822, score: 9524111791.
Recipe 2823, score: 5241117911.
Recipe 2824, score: 2411179110.
Recipe 2825, score: 4111791101.
Recipe 2826, score: 1117911014.
Recipe 2827, score: 1179110143.
Recipe 2828, score: 1791101439.
Recipe 2829, score: 7911014391.
Recipe 2830, score: 9110143912.
Recipe 2831, score: 1101439121.
Recipe 2832, score: 1014391210.
Recipe 2833, score: 0143912106.
Recipe 2834, score: 1439121061.
Recipe 2835, score: 4391210610.
Recipe 2836, score: 3912106101.
Recipe 2837, score: 9121061010.
Recipe 2838, score: 1210610102.
Recipe 2839, score: 2106101025.
Recipe 2840, score: 1061010256.
Recipe 2841, score: 0610102561.
Recipe 2842, score: 6101025619.
Recipe 2843, score: 1010256191.
Recipe 2844, score: 0102561910.
Recipe 2845, score: 1025619107.
Recipe 2846, score: 0256191071.
Recipe 2847, score: 2561910711.
Recipe 2848, score: 5619107111.
Recipe 2849, score: 6191071117.
Recipe 2850, score: 1910711179.
Recipe 2851, score: 9107111791.
Recipe 2852, score: 1071117910.
Recipe 2853, score: 0711179109.
Recipe 2854, score: 7111791093.
Recipe 2855, score: 1117910939.
Recipe 2856, score: 1179109398.
Recipe 2857, score: 1791093983.
Recipe 2858, score: 7910939833.
Recipe 2859, score: 9109398339.
Recipe 2860, score: 1093983396.
Recipe 2861, score: 0939833961.
Recipe 2862, score: 9398339615.
Recipe 2863, score: 3983396155.
Recipe 2864, score: 9833961551.
Recipe 2865, score: 8339615514.
Recipe 2866, score: 3396155144.
Recipe 2867, score: 3961551441.
Recipe 2868, score: 9615514410.
Recipe 2869, score: 6155144102.
Recipe 2870, score: 1551441021.
Recipe 2871, score: 5514410214.
Recipe 2872, score: 5144102141.
Recipe 2873, score: 1441021414.
Recipe 2874, score: 4410214143.
Recipe 2875, score: 4102141431.
Recipe 2876, score: 1021414315.
Recipe 2877, score: 0214143154.
Recipe 2878, score: 2141431549.
Recipe 2879, score: 1414315496.
Recipe 2880, score: 4143154961.
Recipe 2881, score: 1431549610.
Recipe 2882, score: 4315496102.
Recipe 2883, score: 3154961024.
Recipe 2884, score: 1549610241.
Recipe 2885, score: 5496102410.
Recipe 2886, score: 4961024106.
Recipe 2887, score: 9610241062.
Recipe 2888, score: 6102410622.
Recipe 2889, score: 1024106226.
Recipe 2890, score: 0241062261.
Recipe 2891, score: 2410622615.
Recipe 2892, score: 4106226158.
Recipe 2893, score: 1062261581.
Recipe 2894, score: 0622615810.
Recipe 2895, score: 6226158102.
Recipe 2896, score: 2261581028.
Recipe 2897, score: 2615810281.
Recipe 2898, score: 6158102812.
Recipe 2899, score: 1581028125.
Recipe 2900, score: 5810281255.
Recipe 2901, score: 8102812551.
Recipe 2902, score: 1028125511.
Recipe 2903, score: 0281255114.
Recipe 2904, score: 2812551141.
Recipe 2905, score: 8125511410.
Recipe 2906, score: 1255114101.
Recipe 2907, score: 2551141012.
Recipe 2908, score: 5511410123.
Recipe 2909, score: 5114101237.
Recipe 2910, score: 1141012371.
Recipe 2911, score: 1410123711.
Recipe 2912, score: 4101237111.
Recipe 2913, score: 1012371114.
Recipe 2914, score: 0123711149.
Recipe 2915, score: 1237111491.
Recipe 2916, score: 2371114917.
Recipe 2917, score: 3711149172.
Recipe 2918, score: 7111491727.
Recipe 2919, score: 1114917272.
Recipe 2920, score: 1149172723.
Recipe 2921, score: 1491727231.
Recipe 2922, score: 4917272313.
Recipe 2923, score: 9172723131.
Recipe 2924, score: 1727231312.
Recipe 2925, score: 7272313123.
Recipe 2926, score: 2723131239.
Recipe 2927, score: 7231312391.
Recipe 2928, score: 2313123911.
Recipe 2929, score: 3131239112.
Recipe 2930, score: 1312391129.
Recipe 2931, score: 3123911291.
Recipe 2932, score: 1239112917.
Recipe 2933, score: 2391129179.
Recipe 2934, score: 3911291792.
Recipe 2935, score: 9112917921.
Recipe 2936, score: 1129179212.
Recipe 2937, score: 1291792121.
Recipe 2938, score: 2917921211.
Recipe 2939, score: 9179212112.
Recipe 2940, score: 1792121121.
Recipe 2941, score: 7921211210.
Recipe 2942, score: 9212112101.
Recipe 2943, score: 2121121015.
Recipe 2944, score: 1211210152.
Recipe 2945, score: 2112101521.
Recipe 2946, score: 1121015210.
Recipe 2947, score: 1210152101.
Recipe 2948, score: 2101521013.
Recipe 2949, score: 1015210134.
Recipe 2950, score: 0152101347.
Recipe 2951, score: 1521013479.
Recipe 2952, score: 5210134791.
Recipe 2953, score: 2101347917.
Recipe 2954, score: 1013479171.
Recipe 2955, score: 0134791714.
Recipe 2956, score: 1347917148.
Recipe 2957, score: 3479171485.
Recipe 2958, score: 4791714854.
Recipe 2959, score: 7917148543.
Recipe 2960, score: 9171485431.
Recipe 2961, score: 1714854313.
Recipe 2962, score: 7148543131.
Recipe 2963, score: 1485431310.
Recipe 2964, score: 4854313101.
Recipe 2965, score: 8543131016.
Recipe 2966, score: 5431310163.
Recipe 2967, score: 4313101631.
Recipe 2968, score: 3131016315.
Recipe 2969, score: 1310163151.
Recipe 2970, score: 3101631510.
Recipe 2971, score: 1016315101.
Recipe 2972, score: 0163151017.
Recipe 2973, score: 1631510179.
Recipe 2974, score: 6315101791.
Recipe 2975, score: 3151017914.
Recipe 2976, score: 1510179141.
Recipe 2977, score: 5101791410.
Recipe 2978, score: 1017914106.
Recipe 2979, score: 0179141062.
Recipe 2980, score: 1791410624.
Recipe 2981, score: 7914106242.
Recipe 2982, score: 9141062423.
Recipe 2983, score: 1410624231.
Recipe 2984, score: 4106242310.
Recipe 2985, score: 1062423103.
Recipe 2986, score: 0624231034.
Recipe 2987, score: 6242310341.
Recipe 2988, score: 2423103418.
Recipe 2989, score: 4231034181.
Recipe 2990, score: 2310341815.
Recipe 2991, score: 3103418155.
Recipe 2992, score: 1034181559.
Recipe 2993, score: 0341815599.
Recipe 2994, score: 3418155999.
Recipe 2995, score: 4181559993.
Recipe 2996, score: 1815599931.
Recipe 2997, score: 8155999310.
Recipe 2998, score: 1559993109.
Recipe 2999, score: 5599931092.
Recipe 3000, score: 5999310921.
Recipe 3001, score: 9993109213.
Recipe 3002, score: 9931092137.
Recipe 3003, score: 9310921379.
Recipe 3004, score: 3109213792.
Recipe 3005, score: 1092137926.
Recipe 3006, score: 0921379261.
Recipe 3007, score: 9213792610.
Recipe 3008, score: 2137926107.
Recipe 3009, score: 1379261079.
Recipe 3010, score: 3792610791.
Recipe 3011, score: 7926107910.
Recipe 3012, score: 9261079104.
Recipe 3013, score: 2610791049.
Recipe 3014, score: 6107910495.
Recipe 3015, score: 1079104953.
Recipe 3016, score: 0791049533.
Recipe 3017, score: 7910495333.
Recipe 3018, score: 9104953337.
Recipe 3019, score: 1049533378.
Recipe 3020, score: 0495333781.
Recipe 3021, score: 4953337812.
Recipe 3022, score: 9533378122.
Recipe 3023, score: 5333781221.
Recipe 3024, score: 3337812210.
Recipe 3025, score: 3378122102.
Recipe 3026, score: 3781221026.
Recipe 3027, score: 7812210262.
Recipe 3028, score: 8122102623.
Recipe 3029, score: 1221026235.
Recipe 3030, score: 2210262352.
Recipe 3031, score: 2102623524.
Recipe 3032, score: 1026235241.
Recipe 3033, score: 0262352414.
Recipe 3034, score: 2623524141.
Recipe 3035, score: 6235241410.
Recipe 3036, score: 2352414101.
Recipe 3037, score: 3524141014.
Recipe 3038, score: 5241410141.
Recipe 3039, score: 2414101414.
Recipe 3040, score: 4141014141.
Recipe 3041, score: 1410141410.
Recipe 3042, score: 4101414103.
Recipe 3043, score: 1014141032.
Recipe 3044, score: 0141410329.
Recipe 3045, score: 1414103291.
Recipe 3046, score: 4141032918.
Recipe 3047, score: 1410329181.
Recipe 3048, score: 4103291810.
Recipe 3049, score: 1032918108.
Recipe 3050, score: 0329181086.
Recipe 3051, score: 3291810867.
Recipe 3052, score: 2918108671.
Recipe 3053, score: 9181086716.
Recipe 3054, score: 1810867161.
Recipe 3055, score: 8108671616.
Recipe 3056, score: 1086716169.
Recipe 3057, score: 0867161691.
Recipe 3058, score: 8671616911.
Recipe 3059, score: 6716169113.
Recipe 3060, score: 7161691137.
Recipe 3061, score: 1616911372.
Recipe 3062, score: 6169113721.
Recipe 3063, score: 1691137214.
Recipe 3064, score: 6911372146.
Recipe 3065, score: 9113721461.
Recipe 3066, score: 1137214610.
Recipe 3067, score: 1372146104.
Recipe 3068, score: 3721461047.
Recipe 3069, score: 7214610475.
Recipe 3070, score: 2146104751.
Recipe 3071, score: 1461047515.
Recipe 3072, score: 4610475151.
Recipe 3073, score: 6104751513.
Recipe 3074, score: 1047515139.
Recipe 3075, score: 0475151391.
Recipe 3076, score: 4751513911.
Recipe 3077, score: 7515139113.
Recipe 3078, score: 5151391139.
Recipe 3079, score: 1513911391.
Recipe 3080, score: 5139113910.
Recipe 3081, score: 1391139106.
Recipe 3082, score: 3911391061.
Recipe 3083, score: 9113910615.
Recipe 3084, score: 1139106151.
Recipe 3085, score: 1391061511.
Recipe 3086, score: 3910615112.
Recipe 3087, score: 9106151121.
Recipe 3088, score: 1061511213.
Recipe 3089, score: 0615112132.
Recipe 3090, score: 6151121324.
Recipe 3091, score: 1511213246.
Recipe 3092, score: 5112132461.
Recipe 3093, score: 1121324618.
Recipe 3094, score: 1213246181.
Recipe 3095, score: 2132461810.
Recipe 3096, score: 1324618103.
Recipe 3097, score: 3246181035.
Recipe 3098, score: 2461810358.
Recipe 3099, score: 4618103588.
Recipe 3100, score: 6181035882.
Recipe 3101, score: 1810358822.
Recipe 3102, score: 8103588229.
Recipe 3103, score: 1035882298.
Recipe 3104, score: 0358822981.
Recipe 3105, score: 3588229814.
Recipe 3106, score: 5882298141.
Recipe 3107, score: 8822981418.
Recipe 3108, score: 8229814189.
Recipe 3109, score: 2298141891.
Recipe 3110, score: 2981418916.
Recipe 3111, score: 9814189169.
Recipe 3112, score: 8141891698.
Recipe 3113, score: 1418916988.
Recipe 3114, score: 4189169887.
Recipe 3115, score: 1891698878.
Recipe 3116, score: 8916988781.
Recipe 3117, score: 9169887812.
Recipe 3118, score: 1698878123.
Recipe 3119, score: 6988781236.
Recipe 3120, score: 9887812361.
Recipe 3121, score: 8878123610.
Recipe 3122, score: 8781236103.
Recipe 3123, score: 7812361031.
Recipe 3124, score: 8123610310.
Recipe 3125, score: 1236103105.
Recipe 3126, score: 2361031053.
Recipe 3127, score: 3610310536.
Recipe 3128, score: 6103105366.
Recipe 3129, score: 1031053661.
Recipe 3130, score: 0310536611.
Recipe 3131, score: 3105366111.
Recipe 3132, score: 1053661110.
Recipe 3133, score: 0536611106.
Recipe 3134, score: 5366111061.
Recipe 3135, score: 3661110615.
Recipe 3136, score: 6611106155.
Recipe 3137, score: 6111061559.
Recipe 3138, score: 1110615592.
Recipe 3139, score: 1106155923.
Recipe 3140, score: 1061559231.
Recipe 3141, score: 0615592318.
Recipe 3142, score: 6155923181.
Recipe 3143, score: 1559231819.
Recipe 3144, score: 5592318192.
Recipe 3145, score: 5923181921.
Recipe 3146, score: 9231819213.
Recipe 3147, score: 2318192131.
Recipe 3148, score: 3181921314.
Recipe 3149, score: 1819213145.
Recipe 3150, score: 8192131456.
Recipe 3151, score: 1921314566.
Recipe 3152, score: 9213145661.
Recipe 3153, score: 2131456611.
Recipe 3154, score: 1314566115.
Recipe 3155, score: 3145661151.
Recipe 3156, score: 1456611515.
Recipe 3157, score: 4566115157.
Recipe 3158, score: 5661151578.
Recipe 3159, score: 6611515781.
Recipe 3160, score: 6115157814.
Recipe 3161, score: 1151578144.
Recipe 3162, score: 1515781441.
Recipe 3163, score: 5157814419.
Recipe 3164, score: 1578144199.
Recipe 3165, score: 5781441992.
Recipe 3166, score: 7814419929.
Recipe 3167, score: 8144199291.
Recipe 3168, score: 1441992910.
Recipe 3169, score: 4419929107.
Recipe 3170, score: 4199291071.
Recipe 3171, score: 1992910714.
Recipe 3172, score: 9929107142.
Recipe 3173, score: 9291071426.
Recipe 3174, score: 2910714263.
Recipe 3175, score: 9107142638.
Recipe 3176, score: 1071426381.
Recipe 3177, score: 0714263812.
Recipe 3178, score: 7142638122.
Recipe 3179, score: 1426381221.
Recipe 3180, score: 4263812211.
Recipe 3181, score: 2638122113.
Recipe 3182, score: 6381221135.
Recipe 3183, score: 3812211353.
Recipe 3184, score: 8122113538.
Recipe 3185, score: 1221135386.
Recipe 3186, score: 2211353861.
Recipe 3187, score: 2113538613.
Recipe 3188, score: 1135386132.
Recipe 3189, score: 1353861325.
Recipe 3190, score: 3538613258.
Recipe 3191, score: 5386132589.
Recipe 3192, score: 3861325898.
Recipe 3193, score: 8613258981.
Recipe 3194, score: 6132589813.
Recipe 3195, score: 1325898135.
Recipe 3196, score: 3258981354.
Recipe 3197, score: 2589813548.
Recipe 3198, score: 5898135485.
Recipe 3199, score: 8981354851.
Recipe 3200, score: 9813548511.
Recipe 3201, score: 8135485111.
Recipe 3202, score: 1354851111.
Recipe 3203, score: 3548511114.
Recipe 3204, score: 5485111148.
Recipe 3205, score: 4851111485.
Recipe 3206, score: 8511114853.
Recipe 3207, score: 5111148533.
Recipe 3208, score: 1111485331.
Recipe 3209, score: 1114853312.
Recipe 3210, score: 1148533122.
Recipe 3211, score: 1485331222.
Recipe 3212, score: 4853312222.
Recipe 3213, score: 8533122222.
Recipe 3214, score: 5331222223.
Recipe 3215, score: 3312222234.
Recipe 3216, score: 3122222341.
Recipe 3217, score: 1222223410.
Recipe 3218, score: 2222234101.
Recipe 3219, score: 2222341011.
Recipe 3220, score: 2223410112.
Recipe 3221, score: 2234101121.
Recipe 3222, score: 2341011212.
Recipe 3223, score: 3410112128.
Recipe 3224, score: 4101121281.
Recipe 3225, score: 1011212810.
Recipe 3226, score: 0112128109.
Recipe 3227, score: 1121281094.
Recipe 3228, score: 1212810942.
Recipe 3229, score: 2128109428.
Recipe 3230, score: 1281094284.
Recipe 3231, score: 2810942841.
Recipe 3232, score: 8109428411.
Recipe 3233, score: 1094284119.
Recipe 3234, score: 0942841199.
Recipe 3235, score: 9428411991.
Recipe 3236, score: 4284119918.
Recipe 3237, score: 2841199184.
Recipe 3238, score: 8411991842.
Recipe 3239, score: 4119918422.
Recipe 3240, score: 1199184221.
Recipe 3241, score: 1991842212.
Recipe 3242, score: 9918422122.
Recipe 3243, score: 9184221221.
Recipe 3244, score: 1842212210.
Recipe 3245, score: 8422122103.
Recipe 3246, score: 4221221032.
Recipe 3247, score: 2212210326.
Recipe 3248, score: 2122103266.
Recipe 3249, score: 1221032661.
Recipe 3250, score: 2210326615.
Recipe 3251, score: 2103266153.
Recipe 3252, score: 1032661532.
Recipe 3253, score: 0326615321.
Recipe 3254, score: 3266153215.
Recipe 3255, score: 2661532158.
Recipe 3256, score: 6615321584.
Recipe 3257, score: 6153215841.
Recipe 3258, score: 1532158410.
Recipe 3259, score: 5321584104.
Recipe 3260, score: 3215841041.
Recipe 3261, score: 2158410411.
Recipe 3262, score: 1584104113.
Recipe 3263, score: 5841041135.
Recipe 3264, score: 8410411358.
Recipe 3265, score: 4104113585.
Recipe 3266, score: 1041135854.
Recipe 3267, score: 0411358542.
Recipe 3268, score: 4113585428.
Recipe 3269, score: 1135854286.
Recipe 3270, score: 1358542861.
Recipe 3271, score: 3585428616.
Recipe 3272, score: 5854286169.
Recipe 3273, score: 8542861691.
Recipe 3274, score: 5428616917.
Recipe 3275, score: 4286169171.
Recipe 3276, score: 2861691711.
Recipe 3277, score: 8616917111.
Recipe 3278, score: 6169171114.
Recipe 3279, score: 1691711143.
Recipe 3280, score: 6917111431.
Recipe 3281, score: 9171114312.
Recipe 3282, score: 1711143121.
Recipe 3283, score: 7111431212.
Recipe 3284, score: 1114312126.
Recipe 3285, score: 1143121262.
Recipe 3286, score: 1431212623.
Recipe 3287, score: 4312126231.
Recipe 3288, score: 3121262310.
